Gene	p_value	adj_p_value	log2fc	neg_log10_p_value	color
NUCB2	0.008484781372481237	0.030849027632882466	-0.15092151	1.5107585204582548	grey
RHOG	0.007015909199635911	0.02627993106982265	-0.1995526	1.580375778230785	grey
MCM6	1.056906566359881e-05	0.00011449821135565378	0.43517363	3.9412012976423205	grey
CSRP1	0.002180425682789785	0.010039043247844635	0.23674697	1.9983076748384894	grey
ANPEP	5.9501898307453895e-08	1.2206345841956736e-06	-0.3953288	5.913414329355206	grey
DOK1	0.0016511727018171845	0.008037646852458101	0.19370396	2.0948710791837923	grey
SIRPA	0.013267735945443134	0.044026571230374366	0.20553598	1.3562851358830061	grey
ANP32E	0.005188400088131036	0.02115565349588485	0.22405455	1.6745735548151603	grey
HNRNPUL2	0.0025685700799481766	0.011490971410294473	0.27292478	1.9396432558810854	grey
VCP	0.0005068013652150838	0.003140688203927129	-0.12898642	2.5029751766340564	grey
FABP5	1.129389738417828e-06	1.503585133676747e-05	-0.6025157	4.822871976915443	red
EIF5B	0.0015865466470592327	0.00775723028761262	0.2157154	2.1102933155359787	grey
CAB39	9.527981678294563e-05	0.0007302549294270095	0.25681326	3.1365255027341132	grey
ANXA7	0.004056192083448319	0.017042175863917843	0.18911496	1.7684749573764804	grey
NPEPPS	0.0032903391653422817	0.014273860656153211	0.24626309	1.8454585472147307	grey
TGTP2	0.00012821964205323737	0.0009570960532248725	0.25112766	3.019044474665995	grey
PRRC2C	0.0008425384561883644	0.00467841705571931	0.20677856	2.3299010657837824	grey
HK3	6.54535898219884e-09	1.9033214935078204e-07	-0.3577902	6.720487848043104	grey
UAP1L1	0.002007793323866502	0.00936123047625521	-0.16720298	2.0286670621673295	grey
KHSRP	0.00019391873645447017	0.0013822806920581164	0.39740694	2.859403758239655	grey
PARP3	2.7713588518260828e-05	0.0002639958216610191	0.25613347	3.578402946781393	grey
RCSD1	0.0019069859519270508	0.008928896088471997	0.26263046	2.0492022311809133	grey
OXR1	1.2677742605356584e-05	0.0001321594865935757	0.0866594	3.87890165714544	grey
C2CD3	0.0005786998151023329	0.003513534591692735	-0.29707977	2.454255766359772	grey
GALNS	8.157358471429675e-09	2.2056102987262148e-07	-0.5031742	6.6564712190325315	red
ALDH16A1	0.0012370275549083796	0.006357746270575625	0.12896937	2.1966968082060383	grey
MYL6	0.012376325129253962	0.041822138433717515	-0.16930586	1.3785937647699058	grey
GRB2	0.00010118513902995784	0.0007658190316993384	-0.35654175	3.1158738450145784	grey
PSMB6	4.3747427796919545e-05	0.0003757537471030916	-0.30443054	3.4250966798346494	grey
SAMHD1	0.0001093553399580404	0.0008220248343784669	-0.23729268	3.0851150616927874	grey
REEP5	1.2125061336850771e-05	0.00012760183597352478	-0.34644523	3.8941430768105114	grey
VDAC2	0.00047592047332680886	0.0030050978458635645	0.29998425	2.5221413828203714	grey
VDAC1	0.00527225113667793	0.021259459440481753	0.105752155	1.6724477823809492	grey
RBBP7	0.00019802377407875186	0.0013849131035254482	0.29357967	2.8585774755838846	grey
CYBB	9.688539225466288e-07	1.3551690941949683e-05	-0.40285754	4.868006511362273	grey
LCP1	6.045779316379163e-05	0.000498551204820819	-0.14777753	3.3022902298717054	grey
BCAP31	0.00019579552261009392	0.0013822806920581164	-0.20445397	2.859403758239655	grey
ALCAM	0.006230150326315914	0.023821163012384374	0.18139777	1.6230370389266753	grey
TRIM25	0.0071718185924909755	0.026683028770042184	-0.18581265	1.5737648755253661	grey
LASP1	1.502209216414287e-07	2.634827276409186e-06	-0.2679232	5.579247849279151	grey
PEA15	0.00381201972663949	0.016201083838217833	-0.097114205	1.7904559305677359	grey
TRIM21	0.011065148435445236	0.038090308477155714	0.16327435	1.4191855101591107	grey
TRIM28	0.0009448110249843318	0.005168396943602409	0.26956737	2.2866441390152916	grey
TPD52	2.0779668499371246e-09	7.406946352195234e-08	-0.44576854	7.130360800890454	grey
NDUFA4	2.573680364543912e-06	3.0912139161098076e-05	-0.44499207	4.50987094014164	grey
CSTB	0.0010948197016058972	0.005706489482426964	-0.2894467	2.2436309788409474	grey
VAT1	6.349569844921931e-07	9.271991458159409e-06	-0.42670336	5.0328269771389325	grey
MAPK3	0.001582761122209878	0.00775723028761262	-0.22231092	2.1102933155359787	grey
NUP62	7.593835640301989e-07	1.0757933823761152e-05	0.45532483	4.968271131560379	grey
IFIT1	0.010658411516543	0.036920202902131716	0.23629278	1.4327359208900574	grey
IFIT3	3.974237378801857e-07	6.015797676131578e-06	0.35936353	5.220706778403314	grey
GART	6.606199395403347e-12	4.866566887947133e-10	0.1897836	9.312777303138965	grey
MARS1	2.1904012331418924e-06	2.659772925958012e-05	-0.33000526	4.575155439012894	grey
MYOF	0.009732131437416478	0.03435784421196552	-0.21727642	1.4639740938576575	grey
U2SURP	1.2187467436343034e-10	5.855283268330023e-09	-0.14774646	8.232452089678418	grey
SZRD1	0.004608520306409268	0.019001548278291945	0.25312078	1.7212110105564657	grey
ABCF1	5.17298730747164e-06	5.954323932037669e-05	-0.2567333	4.225167542200269	grey
FKBP15	0.0006738064449224856	0.003898199589734799	0.23424257	2.4091359285582175	grey
JPT2	6.942968396001175e-08	1.3949054686511453e-06	0.35390058	5.855455223095941	grey
ATP1A3	0.007982645555511923	0.02920802430079694	-0.13449046	1.5344978187293223	grey
RIGI	3.06476953087842e-07	4.837957616600935e-06	0.41296077	5.315337940636596	grey
KCTD12	0.00012905639088733574	0.0009570960532248725	-0.4328007	3.019044474665995	grey
EIF2S1	0.005501892476221111	0.021947982621748473	-0.20857516	1.658605392347005	grey
SYNCRIP	0.01519449821386741	0.0496743210837973	0.08662808	1.3038680598311398	grey
GVIN1	0.0008317562776220432	0.004641872155415948	0.20678955	2.333306824880095	grey
SRA1	0.009002917346176122	0.03219489860040328	-0.18059285	1.4922129384039635	grey
NUCKS1	0.0006251085372919044	0.0037136824392879266	0.22869712	2.430195235965483	grey
PLD4	3.232770510384051e-08	7.29022737545791e-07	-0.16607067	6.137258926227053	grey
SRSF7	0.0010206295374124144	0.0054482881103416324	0.18455133	2.2637399346079112	grey
SLC25A24	0.01537089160553991	0.0499553977180047	0.13026431	1.3014175790597502	grey
HADHA	0.0009107473761694089	0.00500684502819501	-0.25977588	2.3004358506704605	grey
MOB1B	1.883290480316894e-09	6.936786602500558e-08	0.10410475	7.158841665567063	grey
PYHIN1	0.0002088805851208387	0.001444724918467716	0.35681754	2.8402148364813207	grey
ACAA2	0.013479453102750253	0.04459519664233243	-0.19040741	1.3507119167154635	grey
TAOK3	0.0010294158759427735	0.005468771840945985	-0.13488637	2.262110195163508	grey
RASSF4	0.0023830303199873825	0.010792002063877286	0.20399366	1.9668979802810715	grey
SNX8	3.8755475414558616e-07	5.9478889351510095e-06	0.23518437	5.225637149649309	grey
IFI205A	1.6279279066880787e-05	0.0001681177884944231	0.324451	3.774386331556119	grey
PYGB	0.002504465529061517	0.011249733372410472	0.31938803	1.9488577705537795	grey
COPA	0.014402203446726523	0.04736438931140717	-0.17230892	1.3245480578604445	grey
PAK2	4.352347978769933e-09	1.3740984332973648e-07	0.40920642	6.86198215555399	grey
RBM17	0.00166924389081684	0.008089975874353545	0.22400993	2.0920527735237906	grey
FERMT3	0.008626621698208364	0.031151689465752423	0.25809208	1.5065183950479248	grey
SDHA	0.006629202298541522	0.02511179378443956	0.15750237	1.6001222636765908	grey
GSPT1	0.0002091909384206648	0.001444724918467716	-0.19691809	2.8402148364813207	grey
SGPL1	0.0005023612110894632	0.0031362098206432587	-0.18587825	2.503594889578392	grey
ALDH1L1	0.0038537762284843384	0.016315795909866645	0.14915101	1.7873917357999713	grey
NIBAN2	2.6978135799812796e-16	3.3123155620881263e-14	-0.8541727	13.479868294971341	red
DYNC1LI1	1.189932078578202e-12	1.0957291223574277e-10	-0.37330648	9.960296795491566	grey
IFIH1	0.004091832299556595	0.017126798072007718	0.19098641	1.7663238226525748	grey
UNC93B1	1.375169081248504e-06	1.7984163944247954e-05	0.4189094	4.745109747049773	grey
HNRNPUL1	0.0016868365252846905	0.008104149393215578	0.29821777	2.091292561718464	grey
ATP1A1	4.103274778541762e-06	4.7727564529354184e-05	-0.2650215	4.321230726506344	grey
SLC25A3	1.7656882268551466e-06	2.2426270007757897e-05	-0.41816288	4.649242953334328	grey
RBM39	1.935929660510306e-27	2.139202274863888e-24	1.638903	23.669748148245745	red
RAB14	0.012206449453415482	0.04163002051242008	-0.18755028	1.3805933751226231	grey
EIF4A3	0.0006580631642667609	0.0038322340311928243	0.2561303	2.4165479767980633	grey
RNH1	2.181079399737974e-08	5.101070606940033e-07	-0.32163173	6.292338665100019	grey
SH3BGRL3	1.9892212574801024e-06	2.469763471365745e-05	-0.39479867	4.607344637023489	grey
CISD1	0.0003393348363643284	0.0022588252661601377	0.21577273	2.64611736309358	grey
BASP1	0.0006589361682593996	0.0038322340311928243	-0.2062028	2.4165479767980633	grey
TARDBP	0.010394770878939034	0.03623413823731114	0.20178811	1.4408820631226031	grey
ACAA1A	0.00017894470131743227	0.0012839863308815756	0.30742455	2.891439599673944	grey
TUBB6	0.0123580102647104	0.041822138433717515	-0.16923015	1.3785937647699058	grey
TALDO1	0.0029576329848883137	0.013072737793206347	-0.18588229	1.8836334496063134	grey
PSIP1	7.770462645692381e-06	8.673092144939476e-05	0.2424464	4.061826039540019	grey
ACTR3	4.371328563035041e-07	6.527456840748271e-06	-0.25222594	5.185255991031151	grey
VWA5A	0.0018150301244862148	0.008644863308436498	-0.15486093	2.0632418693491195	grey
CDS2	0.0035764770668873635	0.01525871489926848	0.2186601	1.8164820414570262	grey
NDUFA10	0.00016650823866261492	0.0012104710771196677	0.3427329	2.917045583089158	grey
GRPEL1	0.005906817918988285	0.02289826985892458	0.25808915	1.640197330721594	grey
ABHD12	0.0004836434514532028	0.0030365114423624383	0.22904977	2.5176250780041203	grey
KARS1	0.005882051812316013	0.02289826985892458	-0.21688876	1.640197330721594	grey
SRRT	0.006635876728557784	0.02511179378443956	-0.2241315	1.6001222636765908	grey
SF3B1	2.9038994666075588e-05	0.00027219300597417396	0.2174711	3.565123038228372	grey
RTN4	0.000210997431241312	0.0014481500715630418	-0.45279804	2.839186429938214	grey
GPNMB	6.511885114683524e-09	1.9033214935078204e-07	-0.97615564	6.720487848043104	red
GLOD4	0.0017526076670790946	0.008383686026503894	0.22849622	2.0765649946148943	grey
ARPC5	0.0006318667144716027	0.0037337578582412882	-0.27814507	2.42785385035039	grey
RGS10	0.0030856649740222133	0.013476916190887533	0.30233222	1.8704094723776516	grey
COTL1	6.506437417852847e-05	0.0005325639516094368	-0.22699456	3.2736282335916753	grey
YWHAB	0.005286235898157999	0.021259459440481753	-0.14829737	1.6724477823809492	grey
IFITM3	0.00744575865158207	0.027516934147151128	-0.16695237	1.5603999555072647	grey
ATP6V1G1	9.28256492660323e-17	1.2821542804870712e-14	-0.8766558	13.892059713403142	red
SMC1A	0.0009690829747741177	0.005275057572046305	0.16719435	2.2777727961088328	grey
ARPC2	8.638639992374645e-09	2.2727850456128533e-07	-0.3221119	6.64344163683052	grey
BLVRA	0.0002724635323350177	0.0018358061172572841	-0.22905974	2.736173187324054	grey
TOMM34	0.0010102731445198142	0.0054191836150213335	-0.24598472	2.266066133792997	grey
SPCS2	0.002031952796889406	0.009434066556986528	0.23145398	2.025301064148191	grey
TPD52L2	7.587491800540141e-08	1.4971747213565815e-06	-0.1331375	5.8247275142239445	grey
HACD2	0.0010782455871728301	0.005673625589647511	0.28575015	2.24613932728447	grey
PSMD12	0.0010752984397892178	0.005673625589647511	0.29880843	2.24613932728447	grey
EFHD2	0.0023727644263875996	0.010789731239334558	-0.16030574	1.9669893729934234	grey
TNFAIP8L2	4.386627454868671e-05	0.0003757537471030916	-0.20362425	3.4250966798346494	grey
PGAM1	0.013127078673500155	0.043823026991594176	-0.15413487	1.358297627680308	grey
TOMM20	0.0007073373416409063	0.004058962657961549	0.23237292	2.3915849441288444	grey
PGD	3.995044235463457e-05	0.000356009990337671	-0.20734066	3.448537814702278	grey
PAICS	8.756431665594154e-08	1.6399757610985663e-06	0.27867424	5.785162570793115	grey
CYB5R3	5.800701633378265e-11	3.0522739547061827e-09	-0.51099545	8.515376489171391	red
UPF1	0.008486972308050924	0.030849027632882466	0.1627318	1.5107585204582548	grey
ERAP1	0.0004355367018277082	0.0028144330732141377	0.33760184	2.5506090743370105	grey
CWC15	0.0016809574536965485	0.008104149393215578	0.27467403	2.091292561718464	grey
NQO2	1.1095262885393844e-06	1.4951543278488046e-05	-0.322552	4.825313977724855	grey
COPB1	0.0001480733633852583	0.0010835832221239101	-0.19168425	2.9651377280716997	grey
AKR1A1	1.0222427247913508e-21	3.7652607029814756e-19	-0.6590166	18.424204948295554	red
SH3GLB1	0.005605692047067536	0.0220437356299275	-0.17290579	1.6567148061002117	grey
IQGAP1	6.627735607968768e-07	9.511230969877258e-06	-0.20663467	5.021763271829288	grey
FMNL1	0.001085480125897538	0.005684623408136396	0.19203666	2.245298300929741	grey
TXNRD1	0.012336011836975148	0.041822138433717515	0.15156583	1.3785937647699058	grey
GLRX	0.005014798582915035	0.020523527533781904	0.27353403	1.6877479916698	grey
PSMA6	0.013186979924619629	0.04389040005031533	-0.13320404	1.3576304606484733	grey
MACF1	0.0002550031737666519	0.001739373500075002	0.25803548	2.7596071508296394	grey
ZBP1	4.275436995602377e-05	0.0003749490381063989	-0.21071225	3.426027756200809	grey
GALK1	0.0006103501149120911	0.0036654178096622862	-0.24000898	2.4358765143137613	grey
ESD	5.273078524496367e-08	1.1425003469742127e-06	-0.6294174	5.942143659364053	red
SEC11A	0.00044926948327224576	0.002853119419631216	0.24946465	2.544680050214125	grey
