Gene	RANK
TUBB4B	0.13262109512515838
ADGRE1	0.13133105648868454
PSMC1	0.1262267937683173
HSPE1	0.1253833553482019
NASP	0.12360178826370839
PABPN1	0.11983469333075959
PDXK	0.11762503249649443
HPRT1	0.11696516115166807
YWHAE	0.1149341547602506
CCT7	0.11318623770670677
SLK	0.11220092955471482
ARHGDIB	0.1116719976841889
FERMT3	0.11093652207433959
KIF5B	0.11080417689030418
CCDC93	0.10996824736628334
PPIB	0.10984186060439087
ATP5F1C	0.10818590999461118
SEC61A1	0.10809731348849946
PEA15	0.10584341682845957
LDHA	0.10533166448689386
SNX6	0.10094631599109274
PDCD5	0.09869972093697617
TXNL1	0.09805672644630993
MAPKAPK2	0.09588312721705233
TOMM34	0.09293356426837793
SNX2	0.09100381903507836
SIGLEC1	0.09096832266526743
CALR	0.09083966984280034
RTN4	0.0907060091485159
M6PR	0.08940611673808442
ADSL	0.08845057626056567
GARS1	0.0881748237874365
KARS1	0.08799974707336516
SUGT1	0.08553973546640734
S100A4	0.08338573831174562
RCSD1	0.08239231171510165
MAT2A	0.08053425750338894
TUBA1B	0.0798892845118583
PSME1	0.07857420666332106
RPL8	0.07665385465466655
RPL30	0.07651137385436955
PCNA	0.07562778126082927
RPS2	0.07560727511574324
RPS13	0.075167844835814
GOT2	0.07503776003787754
GK	0.07224607573502523
PCBP2	0.0713199037081302
ADSS2	0.07109745663323977
PPP2CA	0.0705695529928191
PPP2R1A	0.07035917737413391
WDR1	0.06725665205970414
CYB5R3	0.06552081848483651
TXNRD1	0.06416916154113891
IFI205A	0.06321194931825709
AIMP1	0.06242186200961017
EIF5B	0.06240097250515192
SNAP23	0.06170103409822708
ALYREF	0.060116821344332175
RPL13	0.059784556754537616
SRRT	0.05975938898056006
SLC25A3	0.05899310947629454
CFL1	0.058399679372061454
EIF1A	0.05750813712041576
GLRX	0.055985746941848435
NCF4	0.05593657278526928
U2AF2	0.053668894809053416
SRSF10	0.053329470687186256
LTA4H	0.051443131306577745
DDX39A	0.05107134939581145
LSP1	0.04927511548243341
CMTM6	0.04927511145858302
GDA	0.04881912122156085
ENO1	0.047848136496582254
PABPC1	0.045214152074399154
FKBP4	0.043944577356424805
SEC13	0.04344310814671073
YWHAQ	0.04311083347449445
PTPN6	0.04164078214467437
REEP5	0.04085906127851093
SUCLG2	0.04041005354163268
ATP5F1A	0.04001889597593485
BZW1	0.03975692898335409
APEX1	0.03970794353045704
EIF3J1	0.0394714755210095
CCT8	0.03911681398915251
NECAP2	0.0391128354558498
ZBP1	0.0389126720585035
ARPC4	0.03881172320648651
ATP5MK	0.03819123445971276
ZMPSTE24	0.037940346350401485
PFDN2	0.03670484433035904
ARCN1	0.03604820691160109
CCT4	0.034919800827853544
UBE2N	0.03429288132675222
ATP5PB	0.034060091449816844
SUB1	0.032859160943463
HSPD1	0.03261007338776107
RPL37	0.03092687818019528
PSMA2	0.030080461741477403
SARS1	0.02925185119450235
UBE2L3	0.029188351583370662
DYNLRB1	0.02766467778054739
RPL6	0.02730091775527823
PPP1CA	0.0270866393351825
TCEA1	0.02702837422518417
VIM	0.026165950680131087
PICALM	0.02579647728473074
DLAT	0.02550936771634924
LAMP1	0.024834513593500158
ATP5ME	0.023993655185051203
YWHAG	0.02287062366653969
HSD17B12	0.02265352053514147
GPI	0.021517598612030796
SLC25A24	0.021171215711194954
ATP6V1E1	0.021122218906532503
EIF2A	0.02063980652520477
TOMM20	0.02039222226600003
DDOST	0.019985473992180654
UBA1	0.018715411392215674
SET	0.01794666616789702
RPS7	0.017701945085027527
ATP5PO	0.016523216387116724
TLN1	0.016501333172628665
NUDC	0.01638116067196284
RPL29	0.014979256839269844
RPL32	0.014702008216818663
IQGAP2	0.01453056663747724
PSMB6	0.01374519189420791
TPT1	0.0133219857145149
NONO	0.013185451582098025
ATP5F1E	0.013118920149399216
HNRNPA1	0.012716902023394703
AARS1	0.012632495894634985
NSF	0.012145548139517825
HSPA5	0.0119534688744331
AKR1B7	0.01183172675422131
EEA1	0.011686014790232374
CD48	0.011626601375329225
NSFL1C	0.011416230412684561
CAPRIN1	0.011332779744615174
CDS2	0.011102143185984395
EIF3D	0.010861260799744863
ARPC1B	0.010723996038044735
ABCF1	0.010507121327602158
MYL12B	0.01043681027942684
RPS21	0.010091307853981152
VAMP3	0.009726452203820483
WASF2	0.009709059081521084
RPS12	0.008833042715347366
BTF3	0.008786029740867809
ANXA7	0.008489087928809716
HSP90B1	0.00846678602607189
IRGM1	0.00846660749053818
VCL	0.007754062859337053
PCBP1	0.007481583803353497
TUBB5	0.006614470393294013
PSMD2	0.006612792129883754
UBE2M	0.006588239791294299
PDAP1	0.006281865873914389
PIN4	0.006168824591825305
PA2G4	0.005722022927038249
HMGB1	0.005647845539693866
ANPEP	0.00522616782995503
SNRPB2	0.0051139584538875665
RPL3	0.0048368941865707124
SFPQ	0.004716531431511341
PDLIM5	0.004610180740288526
SNAP29	0.004464955957998849
DHX58	0.004216238340724239
PRPF19	0.004052525670393641
PTBP3	0.0038353392217987062
OLA1	0.003789734865598363
RPL19	0.003775803733227309
PDIA3	0.0036714338307038664
GBP3	0.0035865019012461356
CAP1	0.0035724046381977533
RPL5	0.0034717016296236204
UBA2	0.0034631860011736333
PSMD1	0.003409671809588399
HNRNPA3	0.003384845225814111
CCDC50	0.003258663023205025
STX12	0.002843669436828925
NFKB2	0.0026809899832262703
DLST	0.0026723092585511825
EPB41L2	0.0025044764355370156
FASN	0.002403715976248541
MTA2	0.0023856811313104215
HNRNPH1	0.0023733494178979782
SAR1A	0.002225806084554061
HMGCL	0.0021050393729516127
HSP90AA1	0.0021015895628237902
TMED10	0.0020346494310214203
GALK1	0.0019754470104417564
ATP6V1D	0.0018580656012433029
NHERF1	0.001847135440143775
AKR1A1	0.0018365195116862906
TARDBP	0.0017666203985193824
PRKAR1A	0.0016765349298432757
CNDP2	0.001639803542542642
TWF1	0.0015841722060252013
HDLBP	0.00154664714003782
SNX1	0.0014782110702409184
PDIA6	0.0013732778999203232
FAM120A	0.0013300499070381987
EIF3I	0.0012798965550678565
DYNC1I2	0.0012741620087048649
SRSF4	0.0012473738001027661
MTDH	0.0011646437828577278
SF3B3	0.0011393277643781301
HNRNPAB	0.001102721043802622
RPLP2	0.0010540453725374388
SYNCRIP	0.0010420301507941723
EIF3B	0.0008925361369162965
NCL	0.0008447037219489977
RPS15A	0.0006697135491970369
TCP1	0.0006362973287932785
PRDX2	0.0005568003438759895
OSBPL8	0.0005528368180249935
CASP3	0.0005390536270076578
XDH	0.00042309162225667225
PNP	0.00035620699581847827
ATP5F1D	0.0003337863370587996
ARPC2	0.00033005275315088487
ASPH	0.00032134929062163376
SRPRB	0.00022167042961934884
ATP6V1G1	0.00021536929032349496
SNX5	0.00015739123618482593
PTGR1	0.00015610998637921694
RGS10	0.00014256113798259113
DOCK2	0.000112491744759342
ALDH18A1	0.00010451633497641439
SERBP1	7.006845337847294e-05
SUMO2	6.852456307692464e-05
RPS20	5.485429241332373e-05
EIF3A	5.423950220883088e-05
RAB5B	1.9448764556618744e-05
PYCARD	1.7891830071032202e-05
RPS25	1.2971554939466953e-05
APRT	9.214568941857632e-07
CALU	-6.557069504096264e-07
CAPG	-3.6289849371184684e-06
ESYT1	-2.5210695497840303e-05
CCT3	-3.8813234094343874e-05
EHD4	-5.080009731653773e-05
MUG1	-6.068637578909803e-05
G6PDX	-7.412156568391592e-05
DDX17	-0.00011406779080329488
RBM17	-0.0001970488274582403
GDI2	-0.0002535658000461241
ACADM	-0.0002690921290380872
NCF1	-0.00031164827615919136
HSPA9	-0.00034834619008209305
FTH1	-0.0004157628521073152
PSMC2	-0.0004186711304894299
EIF4G1	-0.00047121421201078595
ASL	-0.0004825511697508398
CDV3	-0.0004920132983179363
CYBB	-0.0004937864031319324
CCT6A	-0.0005103487282051068
MYH9	-0.0005335156441662358
LUC7L2	-0.0005956088824863713
UBA6	-0.0006871222595098114
GMFG	-0.0006938901324762659
HADHA	-0.0007135498494825534
RPL31	-0.0007242141014595949
PRKCSH	-0.0007746939658922905
VWA5A	-0.0010777682261214796
PLEK	-0.0010896364576860878
HNRNPUL2	-0.0011078684994864421
FLNA	-0.0011340125367464413
RANBP1	-0.0011924322121957002
PDHA1	-0.0012000161781072858
AIFM1	-0.0013619378301957267
UGGT1	-0.0014652644459949842
HAGH	-0.0014799023794434066
RAB6A	-0.0016803301174510756
MRC1	-0.0016928779422883428
DYNC1H1	-0.0017460433509008187
ARF3	-0.0018056007646123648
RAB10	-0.0018747917647338817
RAB7A	-0.001948819444041292
ACADS	-0.002107725895198199
ARHGAP25	-0.0021938837270959917
EIF4B	-0.002290744533538921
EVL	-0.00231183938659993
TRIM25	-0.0023186267073711194
DHRS1	-0.002335971837227772
RTRAF	-0.0025035248568796432
LRRFIP1	-0.002505541329400241
PLXNB2	-0.002624646215908354
H4C1	-0.0026431502598030523
EEF1G	-0.0027340146290279785
PHB1	-0.0027746507111748035
MPEG1	-0.0027935649861118685
COPS2	-0.0028996171943618263
YWHAB	-0.0030806122935934186
PPIA	-0.00309145007886221
TMPO	-0.0031542473172377376
KHSRP	-0.0032492983943311236
HNRNPL	-0.003343278081793671
RPLP0	-0.0033735937883536803
ERAP1	-0.003442953277143245
H2AZ1	-0.0035917881863996594
PHGDH	-0.0036678764637873024
H1-5	-0.0037357965695074013
TMCO1	-0.003819650763829917
ARPC3	-0.004225264081676511
ATIC	-0.00422656082344766
HNRNPD	-0.0042829576389669935
G3BP2	-0.004288410635217203
ALDH2	-0.004293834529180822
IGBP1	-0.004306233185945491
PSMD7	-0.0043072385740100996
SEPTIN7	-0.00433521500075167
GSTM1	-0.004621656500047856
CPNE3	-0.004660063894781624
RBBP7	-0.005358915566954883
LASP1	-0.005451123842537177
H2AC4	-0.005455931084611532
ATP5F1B	-0.005539166535536464
RNPEP	-0.005665879413638434
MAPK3	-0.0058159136825229945
CBR1	-0.005943390764768624
PPP1R18	-0.0059874089151399764
ELAVL1	-0.0061640887138002705
NARS1	-0.006529523687588695
UGP2	-0.00654433061379374
CBX1	-0.006847877543974342
AP3B1	-0.006864959802597891
P2RX4	-0.007043244568332806
DCTN1	-0.007170135601002825
NRDC	-0.007232175040024935
PRRC2C	-0.008030668428695643
PDCD6IP	-0.008135187176050667
IAP	-0.008179128042029277
P4HB	-0.008212037145957547
SRSF2	-0.009109234082739318
S100A10	-0.009442308046819949
RPL7A	-0.009447547051726507
CLTC	-0.009529858596202008
SIRPA	-0.009551164362375181
H2-K1	-0.009587939077858368
SUCLA2	-0.010056315624653948
MYL6	-0.010459548757813257
PSMC5	-0.011018457017570859
PDIA4	-0.011057830180508588
FKBP1A	-0.011134839138971033
PPP3CB	-0.011194041375054793
NAPA	-0.011250596341583896
HYOU1	-0.011655219233487538
CHIL3	-0.011814689813644707
AHSA1	-0.011901007382419008
MNDAL	-0.011919017655042852
BASP1	-0.012641916434405738
CYRIB	-0.013190566469455482
S100A13	-0.013835164755758638
NOP58	-0.01407872525410925
FDPS	-0.014358990773750517
HDGF	-0.014468944899754073
STIP1	-0.014503208381371365
UNC93B1	-0.014510168961407133
ADK	-0.014531388623341423
AP2M1	-0.015044615830193286
EIF3F	-0.015114436613793648
FH	-0.015293524639746604
COPG1	-0.015543892003449983
DYNLL2	-0.015632414604649716
ACTR2	-0.015659405480712485
HPCAL1	-0.01606170298381378
DDX21	-0.016681776741332213
SRSF1	-0.01695143282872282
COPB2	-0.017111983619763127
SNX3	-0.01721190847597437
AP2A2	-0.017329349537318236
USP5	-0.017561028001489492
TMED9	-0.018062931681106228
RAB14	-0.018075578709837586
CWC15	-0.018334960976316022
BLVRA	-0.018421684447293307
CYTH4	-0.018534049808086442
SEPTIN8	-0.018820446999195738
PEBP1	-0.01914493997650933
ANP32E	-0.01939124496535866
XPNPEP1	-0.020536158580741287
MARS1	-0.02079320608084357
SF3B1	-0.02118224743835051
ACO2	-0.021457582631302676
ADRM1	-0.021743394934453934
CD44	-0.02290645296315386
RAB1B	-0.023065131087625753
GNS	-0.02388013035347352
GNB4	-0.023986196579359166
TPI1	-0.024411947946677344
PML	-0.024439204885759402
DSTN	-0.02465304685866842
ACTR1B	-0.025050860116660235
MTPN	-0.025159340580098267
UGT1A7	-0.025276099446869114
ERP29	-0.02557781503016293
RBM25	-0.026072041355154618
SPTAN1	-0.02625247543811883
CYFIP1	-0.026646668013094926
PSMC3	-0.0271766890111369
ARHGDIA	-0.027347614324012767
EIF3H	-0.028011705361776117
OAT	-0.028080480439217063
SZRD1	-0.02938033253680655
EIF2S1	-0.029381511749711632
GVIN1	-0.029486812285419498
LRRC59	-0.02995879920616476
ETFA	-0.03013151262657243
ARFGAP2	-0.030269588848423568
EPS15L1	-0.03058471550909979
ACTR3	-0.03077287506469641
NMT1	-0.0317806438063339
TKT	-0.03221555483017942
PDHB	-0.03250842000439859
ACTA2	-0.03274698220332555
RBMXL1	-0.03387350792849687
UAP1L1	-0.03419878530835747
VCP	-0.034613311406374074
HACD2	-0.03474512527679578
ILF3	-0.034951949494696086
HP1BP3	-0.035011577743943104
COX7C	-0.035050722507748586
PTMS	-0.03505989004335936
CKB	-0.0354655736641925
IDE	-0.035585262332800356
HARS1	-0.03587252977600296
SEC23B	-0.03615702440787148
CHMP1A	-0.03715957356637894
CDC37	-0.03728834095316718
SNRPD2	-0.037326396267031936
DDRGK1	-0.037388316030494646
NDUFA10	-0.037907296221708096
PRDX6	-0.03862948436923982
SART1	-0.039193120625770975
ACTN1	-0.0403471739014823
NACA	-0.04042126287877378
S100A11	-0.04098952140351745
MIF	-0.04106775024831841
CD36	-0.041302896284739085
UQCRC1	-0.04148750305926796
ERH	-0.04159404999176233
EIF3M	-0.04189096731825377
H3C1	-0.04229205284526495
LRP1	-0.04233274761292983
SAFB	-0.042415908035369536
CAMK2D	-0.042470407099768015
PYM1	-0.04431067513701725
HMGN2	-0.044985204059390646
PGAM1	-0.04527500241422518
FUBP1	-0.046517856745680146
WASHC2	-0.04715542888832567
MYO1G	-0.04745310621406466
ATOX1	-0.04747206222524173
RPN2	-0.048068205744025025
HSPA4	-0.048333556923715125
ETFB	-0.048637822828859166
CAPZA2	-0.048848981774048325
RPL21	-0.04919505241918935
CSRP1	-0.05010913886304437
SMC1A	-0.05024624244940741
COPA	-0.05075294952264753
CALM1	-0.051569709511302034
MAPK1	-0.05179836284421127
PSMA5	-0.0521767667108954
ATP6V0D1	-0.05289134233398369
TBCB	-0.052974797305101275
SEPTIN11	-0.05321285954357773
RPL15	-0.05575433713717917
RPL17	-0.05601149434153099
HNRNPM	-0.05654756955157115
RPL4	-0.056610908905619685
ACLY	-0.0566712398285628
UQCRB	-0.056991346780551934
EIF4H	-0.05722372039404594
SPCS2	-0.05728127386223542
ATP6V1A	-0.05756991712072878
TOR1AIP1	-0.05863682223897822
CS	-0.059809073234863876
SND1	-0.06053064756211076
RNH1	-0.061641541354975196
CAPNS1	-0.06260159348291633
VDAC3	-0.06285013647041197
ATP6V1C1	-0.06290540063503906
HNRNPK	-0.06299670767667848
HSD17B4	-0.06313046296312733
PLEKHO2	-0.06463727117690865
H2BC7	-0.06472903855616097
HEXB	-0.0648788540856236
ITGB2	-0.06501096213827713
GNAI2	-0.06610607209691431
EIF4A3	-0.06686850423755412
SDHB	-0.06873224131327907
FTL1	-0.06991430380294889
SRI	-0.07008126523122853
NPEPPS	-0.07064456005729641
ELOB	-0.07075467786200934
DDX39B	-0.07177449135824647
SSR3	-0.07219197162050975
FYB1	-0.07300512998904313
QARS1	-0.07339557492211674
CKAP4	-0.07354323624078518
HADH	-0.07420382146165633
RPL13A	-0.07455978870410696
ARHGAP1	-0.07502476269789257
SCP2	-0.07522640333329492
NIBAN2	-0.07612761779067256
GPX1	-0.07673281721812146
NIBAN1	-0.0773146381599617
LMNB1	-0.079546738282219
DDX3X	-0.08003464855488261
NME1	-0.08135011794157788
SH3BGRL3	-0.0817607244915346
VPS35	-0.08179143241024636
TRIM28	-0.08194845061557537
EXOC8	-0.08196510378858199
H1-4	-0.08245679273137078
ARHGAP17	-0.08377415447854901
ARF5	-0.08403306733523898
RCC2	-0.08794880607023357
CD63	-0.08974171808100988
ACTN4	-0.09097899538139459
SEPTIN2	-0.09293273859284204
MESD	-0.09301490205541177
CLTA	-0.0933436230298154
TAP2	-0.09403757656371556
HNRNPC	-0.09499679361880137
CBFB	-0.0951525714163782
VPS29	-0.09550874505605944
NCF2	-0.0958009407741283
FAM98B	-0.09650373102594643
CAPN2	-0.09661096557488584
SOAT1	-0.09687800831376155
ATXN2L	-0.09699649681400316
U2SURP	-0.10140356200538256
NDUFB5	-0.10229542033364732
SKAP2	-0.10294648772901112
VPS4B	-0.10383593883331904
CD68	-0.10532350330564748
DNAJB11	-0.10561323727983937
SCPEP1	-0.10876330878974584
STMN1	-0.10984960911303948
EWSR1	-0.11082895683430032
VPS26A	-0.11169569038372583
CST3	-0.11237204621340147
PSMD12	-0.11360536951753976
APOBR	-0.1141676555055276
ANXA6	-0.11895631708365687
HMGA1	-0.11921735025677593
PRKACA	-0.12015718135249302
MAP1S	-0.12275356313440625
SPTBN1	-0.12299613014488138
HMGB2	-0.12335063169424866
VARS1	-0.12382570348401055
LILRB4A	-0.12412388451946513
RPS10	-0.1256463816479282
RPL28	-0.12631330975858845
SLC25A1	-0.12637701860080022
H1-1	-0.1268962826203941
MAP2K4	-0.12755622528902996
JPT2	-0.12948804202527792
THRAP3	-0.13100272154057313
DDI2	-0.13195418758226696
CORO1A	-0.1336302773674506
SORD	-0.1372964053457144
FHL3	-0.13790068995572055
CORO1C	-0.14194093928278978
PSMB7	-0.1436156792459102
RAB3GAP1	-0.14453995871215622
MAN2B1	-0.1459121623342008
HNRNPA2B1	-0.1460199937487147
EEF1D	-0.14869270433971474
HINT1	-0.1490679047925174
ALDH9A1	-0.15008008103265294
DARS1	-0.15254048985163837
TUFM	-0.15325853194878042
MCM6	-0.15336981978863162
SUPT16H	-0.15518699219884774
PLEC	-0.1555935819522403
IMPDH2	-0.16045507889791616
HNRNPUL1	-0.16110713934666102
BABAM1	-0.16318816856764978
GLB1	-0.16661088423427878
LAP3	-0.16816281924381737
MPP1	-0.1719834017696495
RTCB	-0.17466283557293663
ACOT13	-0.1762370928570776
API5	-0.1768612747518793
HADHB	-0.1790480236333532
ACIN1	-0.17909186958899553
RPN1	-0.1830410141773925
GNB1	-0.18492321223419636
LGALS1	-0.18725874942025075
GFUS	-0.18815193415179418
ARF6	-0.1884674812857336
DNM2	-0.19046270894114617
COX5B	-0.1904785966891047
SERPINB6	-0.19232485527721577
CAPZB	-0.19283589674338103
STOM	-0.19538390752627693
PTPRC	-0.19577763664469802
LGMN	-0.19839240867756497
HBA	-0.19896622429517768
H2BC14	-0.1990111444239
PSMC6	-0.20049509879178776
SOD1	-0.20145690350604453
LIPA	-0.20155492269582836
SKP1	-0.20271799791144057
COX4I1	-0.2035954986831666
SPTLC1	-0.20451009491410876
CACYBP	-0.20455474533759482
ACAT1	-0.2058243006571161
ATP5PF	-0.21173956177733494
UPF1	-0.21306631724671815
CLIC1	-0.21331857594367695
CSDE1	-0.21562738945091592
LMNA	-0.21715199978099953
PACSIN2	-0.2176989945753748
RAB21	-0.21775783130279552
CHN1	-0.22230856092162843
KPNB1	-0.22276988162395173
HNRNPF	-0.2272569118210816
ATP5IF1	-0.22885923559575347
ALDH1L1	-0.22991736464058943
ANXA1	-0.23409460417564917
DNPEP	-0.23565546383811967
TBCA	-0.23594145645309508
SBDS	-0.24451303857562706
H2AC21	-0.24562219026612825
SRSF7	-0.2473650188922926
CAB39	-0.2517916143934629
RPL18	-0.2524707657043424
SLC25A4	-0.25355674134806283
ALCAM	-0.2574394734315216
PNN	-0.2593780232083473
RAP2B	-0.26390355561961903
SDHA	-0.2663090375930094
GNG2	-0.26647215468402025
CCT5	-0.2673442368583259
ATP1A1	-0.2694724538926155
NPC1	-0.27598905808008123
GATD3	-0.28011971274505326
RPL27	-0.28656565845047105
DDB1	-0.28708948763437886
PSMD8	-0.2884880770751826
TMED2	-0.29132670046746906
MCM2	-0.2914682864339167
ALDH3B2	-0.29293333960993134
ACADL	-0.29708638869835263
COX6C	-0.2972010705062199
TUBB6	-0.3003698795346206
TOMM40	-0.3014632826218316
NAP1L4	-0.30550596529856855
COX5A	-0.3059601498888652
ARPC5	-0.3065991429703732
PAK2	-0.3090328735310927
CAST	-0.3150053903959995
DPP3	-0.31503966975331266
SH3BP1	-0.31859962030496297
KCNAB2	-0.3239305657478166
STX7	-0.33431275650203574
GBA1	-0.33868022270891573
