Gene	p_value	adj_p_value	log2fc	neg_log10_p_value	color
AKR1B7	0.010292242292314473	0.036104532485738076	-0.1345322	1.4424382742720785	grey
TAP1	8.777210160730193e-05	0.0009602789334264222	0.09664599	3.0176025985724366	grey
CBX3	0.006255008085769837	0.02550473776669989	-0.14441077	1.593379137416491	grey
GFUS	0.0005545288815997185	0.004112445732669053	0.1226779	2.3858998199010277	grey
CAPG	0.00013445034284456173	0.0013264966861003635	-0.22572593	2.877293830649706	grey
MSN	8.870321015748748e-07	3.1025196270309685e-05	-0.14743581	4.508285462404806	grey
PTMA	0.0030939622659316547	0.01486447088632382	-0.19478112	1.8278505452709926	grey
GLUD1	0.0038264776202648026	0.017544638051421604	-0.17576617	1.7558555869180403	grey
H2AX	0.00047464800267723407	0.003592370157248929	0.24926484	2.444618920064822	grey
ADSS1	7.471247658205226e-07	2.8468029870057842e-05	0.12973803	4.545642587161732	grey
MUG1	0.00034513450917408075	0.0027837491433383883	0.19763008	2.55536990360621	grey
CASP1	0.00035148751582487423	0.002814447137583232	-0.29522705	2.5506069040730646	grey
NEDD8	3.5430492762845144e-06	8.897885114305429e-05	-0.17510141	4.050713205976748	grey
MSR1	5.91520774988208e-06	0.00012658382235700017	0.27062234	3.897621794397849	grey
FKBP4	9.199699732510896e-05	0.0009966341376886805	0.2044096	3.001464241030202	grey
SCP2	0.0011136811113381326	0.006728961898534081	0.19767359	2.172051930800245	grey
RAB6A	1.363715200359027e-08	1.6743392182185832e-06	0.1680713	5.776156550120516	grey
RAB21	0.0027495642883978307	0.013503415727464902	0.26267543	1.86955636158242	grey
PRDX1	2.8549212648474387e-08	3.0003620295356114e-06	-0.348648	5.522826339299159	grey
RPL18	0.000639642429518681	0.004589642107910016	0.2157239	2.3382211786500458	grey
DNM2	1.3906808365269185e-06	4.656673710188621e-05	0.22829285	4.3319241917063245	grey
TKT	0.005781461356002623	0.02392702171678988	-0.11362444	1.6211113562323918	grey
RPL28	0.011928258552589608	0.039941593032156116	0.18078652	1.3985746177007212	grey
SEPTIN2	0.007757767712042366	0.029257110313333837	0.11314254	1.53376857079265	grey
STAT3	0.004507437772336913	0.020002886499728065	0.17498773	1.6989073293135002	grey
FKBP2	0.004958273847701299	0.02123601783608502	0.17706324	1.6729269185677402	grey
RAB11B	0.005162039310808826	0.021538655562793108	-0.15372583	1.6667814087391843	grey
CAPZA1	3.1066904346947036e-05	0.0004304123471805377	-0.31094578	3.3661152786161566	grey
GSR	6.061612828403586e-14	3.349041087692981e-11	0.29691938	10.47507952428788	grey
RPL6	0.005102276396235864	0.02143732098038262	-0.1463097	1.6688294893213342	grey
RPL29	0.003243064816605265	0.015380200095917673	-0.09968677	1.813038014340335	grey
SYK	0.004991013057276963	0.02129370435633608	-0.23672023	1.6717487800096849	grey
HNRNPA1	0.00011930446300394232	0.0012206614038829285	-0.3010677	2.913404787175774	grey
HCLS1	4.643005894851727e-05	0.0005830138083876317	-0.20312278	3.2343211590736876	grey
ATP6V1A	4.253619023194541e-05	0.0005529704730152903	-0.20628864	3.2572980581146265	grey
ATP6V1E1	8.984672223076108e-07	3.1025196270309685e-05	-0.3437338	4.508285462404806	grey
S100A11	0.0017394387638357861	0.009413910996388369	-0.36002386	2.0262299120375062	grey
CAST	3.627640104758436e-05	0.0004888466238729355	0.13857698	3.310827379841796	grey
RPL9	2.190094218980842e-05	0.00034572201599626147	0.29458433	3.4612729631789065	grey
SLC25A5	0.0010699211361758912	0.006628430050604801	-0.16140048	2.1785893224395254	grey
PKM	0.00021863104807942656	0.0019965893233699697	-0.14650448	2.699711255577874	grey
RAB2A	0.004942970350494345	0.02123601783608502	-0.16530332	1.6729269185677402	grey
STMN1	0.002677380467360064	0.013207613466218172	0.1988155	1.8791756496138974	grey
RAD23B	0.0011204787233758107	0.006728961898534081	0.20368505	2.172051930800245	grey
SH3BP1	0.008130162374853561	0.03029723647386996	0.16628166	1.5185969833420476	grey
ADK	0.003405971063622164	0.01594744925975632	0.13430934	1.7973087709767117	grey
FUS	4.689301292391738e-07	2.2529034469969e-05	0.44400817	4.647257420497651	grey
EEF1D	0.0010734799612043115	0.006628430050604801	0.15952052	2.1785893224395254	grey
ACTN4	0.0011170544725123482	0.006728961898534081	0.14183517	2.172051930800245	grey
EEF2	6.447930932273815e-06	0.00013443327698419935	-0.15952931	3.8714932147511445	grey
YTHDF1	5.082788606842137e-05	0.0006171957594022596	-0.24932437	3.2095770665274337	grey
ARPC4	6.179642703706318e-07	2.7314020750381925e-05	-0.24221267	4.563614364994867	grey
ACTB	0.0007130489600552517	0.004924494380381582	-0.109912	2.3076383538126355	grey
RAB8B	0.006405674187429008	0.02592772885387932	-0.10424386	1.5862355237021555	grey
UBE2M	0.003795012540152046	0.017472870236950044	-0.1263991	1.7576357483839213	grey
ACTR2	0.007077095686459705	0.027535882864570337	-0.14250794	1.5601009944663602	grey
COPS2	0.0020332888548288118	0.010548282556741019	0.25451934	1.976818245280776	grey
RAP2B	8.487632508218282e-05	0.0009473569617758789	-0.23504572	3.0234863490653243	grey
RPL27	0.00122643173886135	0.0072085482523499556	0.21874005	2.142152190131729	grey
SUMO2	4.60137955677213e-05	0.0005830138083876317	-0.2114134	3.2343211590736876	grey
YWHAG	0.00010721253670762884	0.001107194888429251	-0.15599646	2.95577592788379	grey
RPS7	0.0002634717059073202	0.002274501836153038	-0.113608405	2.6431137082379346	grey
PPP1CA	0.00880020922209217	0.032093172245583654	-0.20535234	1.4935873529991908	grey
RPS8	0.011777654385102854	0.03955716746364333	-0.13150768	1.402774814116106	grey
YWHAE	2.6768605156454195e-05	0.0003997203878092147	-0.14778474	3.3982436999079506	grey
RPS14	0.0115267301196073	0.039311841920265635	-0.17220183	1.4054766072339162	grey
RPS23	4.5368391589634687e-07	2.2529034469969e-05	0.31110537	4.647257420497651	grey
SNRPE	6.332424753909383e-05	0.0007443967396882839	0.21193868	3.1281955376617545	grey
SNRPF	0.005053843397923026	0.02143732098038262	0.09884063	1.6688294893213342	grey
SNRPG	5.599076652731054e-09	7.95489608149181e-07	0.24191508	6.0993654893711975	grey
KCNAB2	3.04388660147799e-05	0.0004304123471805377	0.17698915	3.3661152786161566	grey
RPL18A	1.2577058155787575e-09	2.779529852429054e-07	0.35662103	6.556028657234132	grey
ACTA2	3.7482145484830542e-06	9.203949057941722e-05	0.35692006	4.036025793731777	grey
RPS6	4.5636333808059714e-05	0.0005830138083876317	-0.18159786	3.2343211590736876	grey
MTPN	0.004059910410099574	0.018311024502693996	-0.21626362	1.7372873562215492	grey
ATP6V1B2	0.0013627945674687118	0.007843166651317327	-0.18685874	2.1055085570186494	grey
RPS26	2.9123361435647516e-06	7.849101069851342e-05	-0.24147439	4.105180078637923	grey
ELOB	0.0028215762279223022	0.013795759875460814	0.18321228	1.860254373428299	grey
GNB1	2.3501802677676564e-05	0.00036576749237792405	-0.2847575	3.436794895109555	grey
TRA2B	0.001526302046301998	0.0085179987937561	0.15521406	2.0696624257632217	grey
HSPA8	1.2861535065357158e-05	0.00023298354503638788	-0.13614912	3.632674750872059	grey
DNAJA1	0.011645293957588404	0.03935183432151433	0.16976672	1.4050350189048026	grey
HSPD1	0.0035479251742590815	0.01647250973763145	-0.13540886	1.7832402270496106	grey
MAPK1	0.003963581841680576	0.017949827602692772	-0.16856676	1.7459397182031422	grey
YWHAZ	2.1058385845087534e-07	1.2247113873064064e-05	-0.20264705	4.911966244089723	grey
HMGB1	0.0013518526496266129	0.007820927632656582	-0.12917297	2.1067417326369187	grey
EIF5A	0.0003195639192813184	0.002632275593152443	-0.20479597	2.579668643052163	grey
CRIP1	0.0004123562513856832	0.0031863892152530064	-0.24699393	2.496701176522164	grey
PPP2CA	0.003910900092983021	0.01779116391944826	-0.23502475	1.749795638916709	grey
UBE2L3	2.986785730759432e-08	3.0003620295356114e-06	-0.3275936	5.522826339299159	grey
MPP1	0.0009509528960081589	0.006120277144521055	0.17122757	2.213228911251341	grey
EVL	0.00032264014246702176	0.002632275593152443	-0.34949905	2.579668643052163	grey
CASP3	0.013643273640761457	0.04369802137113452	0.20312268	1.3595382272641838	grey
CCT4	0.0006999798727931837	0.004864639996455774	-0.16208038	2.312949293800103	grey
CCT5	0.0002476663655132136	0.0022030120839945143	-0.24583194	2.656983120644174	grey
RPL36A	0.0019033705622380397	0.010063274982167627	-0.18626308	1.9972606599141285	grey
CBX1	0.000604393009476023	0.004422875996496725	-0.19067204	2.3542952367082055	grey
ERH	3.0778989792618306e-06	7.909484586242611e-05	-0.21660048	4.1018518159515995	grey
RHOG	0.0001298932178224264	0.0013048364153980107	-0.19561026	2.884443931500485	grey
SRSF3	0.00012145696198315168	0.0012312838806548864	0.23921084	2.909641806054521	grey
MCM6	0.0016683102816204558	0.009126152778171305	0.2680039	2.039712265109559	grey
ANPEP	0.00024312129697409883	0.0021841384809461726	-0.18826082	2.6607198295185115	grey
DAB2	0.004889724426597948	0.021188805848591105	0.131632	1.6738935184180908	grey
HNRNPUL2	0.0012648630135100518	0.007395098571050832	0.2226537	2.131056032812708	grey
ATP5F1A	0.011583231830563093	0.03935183432151433	-0.09318663	1.4050350189048026	grey
FABP5	0.003912446002195409	0.01779116391944826	-0.26798394	1.749795638916709	grey
EIF5B	0.002360521817223134	0.01191039547046376	0.17282511	1.9240738180479742	grey
CAB39	4.845209053089308e-05	0.0006015680902992904	0.2190488	3.2207152086106956	grey
ANXA7	0.0080981226982847	0.03029723647386996	0.13921455	1.5185969833420476	grey
BAX	0.0008688689940174148	0.005714882371364544	-0.08212126	2.2429927042001134	grey
CD84	0.0010398955904456816	0.006603934640474013	0.2352542	2.1801972336257704	grey
TGTP2	0.002240898278343968	0.011463854618380022	0.1687365	1.9406693301853524	grey
ARHGAP45	0.0023217612139361903	0.011768560281649038	0.22968528	1.9292766637478789	grey
MAT2A	0.004401892875689395	0.019613272692083798	-0.20270677	1.707449933434433	grey
UAP1L1	0.0074446340580018875	0.02846477728059545	-0.1221971	1.5456922099267993	grey
CMPK2	0.009909216048124803	0.03509514017044201	-0.1971516	1.4547530186705477	grey
NIBAN1	0.006779148569982857	0.02684931602089985	0.14185059	1.5710667733585602	grey
LRRFIP1	0.0006906438578315953	0.004830135841164005	0.28492767	2.3160406551204638	grey
THRAP3	0.010069652867454083	0.035549413477753235	0.18234609	1.4491675602078178	grey
ALDH16A1	0.004399931844641676	0.019613272692083798	0.07607731	1.707449933434433	grey
SPAG9	8.814688571572268e-08	6.087644294742097e-06	0.20906973	5.215550731622473	grey
ARHGAP1	0.014054969909543462	0.04475159170881125	0.14587593	1.3491915132405843	grey
MYO1G	0.0021541530489174454	0.011123079995578398	0.14727366	1.953774939384194	grey
MYL6	7.249363810424896e-05	0.0008258295887133517	-0.21052772	3.0831095608113688	grey
GRB2	0.000631381342148023	0.004559976359957944	-0.23454848	2.3410374088194312	grey
PSMB6	0.006278343952344894	0.025505772306401133	-0.17348102	1.593361521639547	grey
SAMHD1	5.011354563116834e-07	2.3073111634350422e-05	-0.24100016	4.636893832678665	grey
KHDRBS1	0.0023798606048497212	0.011953390765267918	0.25412127	1.9225088828527548	grey
IRGM1	0.004859752079762825	0.02114183483518867	0.23210672	1.6748573243030405	grey
REEP5	0.014542118845104047	0.04604309834911167	-0.1592249	1.3368354593548648	grey
VDAC2	0.0123908104110613	0.04099354941384053	0.13267037	1.3872844768016186	grey
VDAC3	0.011966794697827412	0.039949571423260694	0.19139951	1.3984878754116004	grey
CYBB	0.0020325590732031534	0.010548282556741019	-0.17570749	1.976818245280776	grey
GBP3	0.0011493913702823634	0.006865283590064928	0.1607878	2.163341518287894	grey
ARHGEF1	0.00039763162739095425	0.0030942461145563697	0.15234137	2.5094451457294755	grey
BCAP31	0.0030131163901206117	0.014603042153874018	-0.12475923	1.8355566611324372	grey
TRIM25	0.01115330864581614	0.03827901422869333	-0.13309774	1.4170392548176425	grey
EWSR1	0.003041597862909665	0.014676705845044453	0.17651586	1.8333714099416785	grey
LASP1	0.00013813221600959957	0.001350761935315111	-0.1729176	2.869421186351349	grey
DDX3X	0.01204236557826996	0.040080764951772006	0.14025572	1.397063998439132	grey
TRIM28	0.0002135985955283912	0.0019834155299064894	0.27303812	2.7025862906154208	grey
SNRNP70	5.759200782980496e-09	7.95489608149181e-07	0.37586933	6.0993654893711975	grey
TPD52	0.010932214464314005	0.037868642580147265	-0.15963109	1.4217202620964264	grey
DBNL	0.007215209604896977	0.027884741290933324	-0.20556492	1.55463338045129	grey
CSTB	0.002218774347016446	0.011403468155596154	-0.19855702	1.9429630458764313	grey
TFE3	0.001062620965069907	0.006628430050604801	0.24603412	2.1785893224395254	grey
SPR	3.724458653335302e-07	1.9597746723502424e-05	-0.16536379	4.70779385934781	grey
GART	8.963619311956946e-06	0.0001707724024088349	0.08345879	3.76758231192546	grey
CLTC	0.013535763726855908	0.04358474508310798	-0.08389357	1.360665489756859	grey
MARS1	0.0018401894825828121	0.009823233711372016	-0.16300866	2.0077455232288273	grey
U2SURP	3.416882865546638e-11	1.258551855476345e-08	-0.12453719	7.9001288857308145	grey
SZRD1	0.012998376374889481	0.04226440140707049	0.19846155	1.3740252775802535	grey
EIF4G1	0.013568463627682483	0.04358474508310798	0.19190858	1.360665489756859	grey
XPNPEP1	0.013206340452836527	0.04279473959056998	0.16835801	1.3686096119960305	grey
SMARCC2	0.0002080358581511751	0.0019481324004834617	0.20622131	2.7103815305963317	grey
WASHC2	0.004534438127097192	0.02004221652176959	0.21007217	1.698054250372553	grey
ATP1A3	0.0010737456824056646	0.006628430050604801	-0.14604525	2.1785893224395254	grey
RIGI	0.00048334633000138896	0.0036333176506907127	0.224495	2.439696631338631	grey
KCTD12	1.8772709725282565e-05	0.0003018322292274056	-0.3735695	3.5202343887211223	grey
RPS9	2.9238810103823033e-05	0.0004251169100621638	-0.19907488	3.3714916195668154	grey
RPL35	0.00028759186178913275	0.0024445308252076282	-0.22687528	2.611804481970131	grey
SYNCRIP	0.0017553812642599352	0.009416001441782663	0.094002664	2.026133483665237	grey
DEK	0.007049035641443588	0.027523619730724966	-0.09205246	1.560294451043224	grey
GVIN1	9.429639139289762e-06	0.00017660595337144386	0.22978753	3.75299466048219	grey
FNBP1	0.0017464721758005573	0.009413910996388369	0.15981223	2.0262299120375062	grey
FAM98B	0.010333760974735906	0.03613546163633916	0.1306661	1.4420663927286206	grey
FLNB	7.67221393597038e-06	0.0001513892214151298	-0.32118315	3.819905044562295	grey
NUCKS1	0.01287454712970464	0.04226440140707049	0.13395627	1.3740252775802535	grey
TUFM	0.00010569776411928106	0.001107194888429251	0.250419	2.95577592788379	grey
PLD4	2.4913062720763066e-05	0.00037710868912935874	-0.08625875	3.4235334607063987	grey
EIF4B	0.006503947010451307	0.026229421337768954	0.18996009	1.58121129052234	grey
NRDC	0.0001658631258539731	0.001593728296249046	0.26643497	2.7975857165017857	grey
GANAB	0.00029419523560048365	0.0024815704987674386	0.112397335	2.6052733824490177	grey
RUFY1	3.065993650303286e-10	8.469807458962828e-08	-0.15247312	7.072126462214798	grey
SRSF7	6.894291993386889e-05	0.000801915016072896	0.183521	3.0958716541674707	grey
NCEH1	0.0034024366475067795	0.01594744925975632	0.23798427	1.7973087709767117	grey
CKAP4	0.001106569057632225	0.006728961898534081	0.18076044	2.172051930800245	grey
ASPH	0.0014333863555343644	0.008164391354976664	0.18124583	2.088076185823529	grey
QDPR	2.8461735236844566e-06	7.849101069851342e-05	0.3079417	4.105180078637923	grey
ACAA2	0.002263545345934213	0.011526348420540579	-0.17790557	1.9383082566242522	grey
SNX8	5.226435595424176e-08	4.4424702561105496e-06	0.18507636	5.352375471266117	grey
EPRS1	3.116107490899821e-05	0.0004304123471805377	0.28571045	3.3661152786161566	grey
IFI205A	0.000471073120720814	0.0035899020579068927	0.20434205	2.444917399970656	grey
PYGB	0.001962439631410708	0.01032617044147063	0.22535348	1.9860607108615944	grey
PAK2	0.0011656634660705044	0.006925043709719932	0.1593262	2.159577481060588	grey
EIF3B	0.00010555480969238654	0.001107194888429251	-0.3285912	2.95577592788379	grey
FERMT3	0.012989941937068693	0.04226440140707049	0.17520975	1.3740252775802535	grey
NCKAP1L	0.010221952074405787	0.0359721561854089	-0.12579124	1.444033529616579	grey
SDHA	0.000624273612209123	0.004538304878230795	0.152512	2.3431063320549366	grey
GSPT1	5.584393109033072e-06	0.00012606761918951596	-0.2189866	3.8993964488209967	grey
SGPL1	0.00037143386832023717	0.0029527656438407346	-0.21214844	2.529771020906815	grey
ALDH1L1	0.0006607326326081639	0.004650379356891854	0.15332532	2.3325116178875223	grey
NIBAN2	8.484001700552983e-07	3.1025196270309685e-05	-0.4377595	4.508285462404806	grey
DYNC1LI1	3.982853100736405e-08	3.6675438969281063e-06	-0.2815805	5.435624679371644	grey
APOBR	0.0003962292679341884	0.0030942461145563697	0.25289464	2.5094451457294755	grey
DDX39A	0.00032397238069568527	0.002632275593152443	0.19737497	2.579668643052163	grey
SRSF4	0.0014586691173415463	0.008214454204267483	-0.21139456	2.085421287244067	grey
SLC25A3	2.4349925840598357e-05	0.0003737037229702942	-0.2503243	3.4274725755316813	grey
RAB14	0.009703139187661903	0.03469892816299806	-0.18411988	1.4596839401971613	grey
GHITM	0.005090889519770027	0.02143732098038262	0.1982446	1.6688294893213342	grey
RNH1	0.0008209568270293532	0.005531446913825825	-0.1530337	2.257161251245645	grey
RBMXL1	0.012215592414764812	0.04053522407902438	0.11369989	1.392167421856898	grey
ATP5F1C	0.006178374718365777	0.0253795690103873	-0.16698772	1.5955157572610081	grey
CSDE1	0.0024852417296867615	0.012370234735603024	-0.09232537	1.9076220591898079	grey
TXNDC5	0.002975266716133806	0.014483126525673374	-0.10896016	1.8391376752744557	grey
FUBP1	0.0010352630292343843	0.006603934640474013	0.25486615	2.1801972336257704	grey
CISD1	3.723148101608745e-05	0.0004956721267804413	0.16205847	3.30480550216767	grey
PTGR1	0.0014644773558739313	0.008214454204267483	0.15793669	2.085421287244067	grey
SUPT16H	0.00814323912465102	0.03029723647386996	0.20585816	1.5185969833420476	grey
ACAA1A	0.0011100946620920828	0.006728961898534081	0.22262886	2.172051930800245	grey
TMCO1	7.472003232411126e-05	0.0008425064869198259	0.21805923	3.0744267465721857	grey
CLIP1	1.7539488412230565e-06	5.459656942495291e-05	0.25024778	4.262834645328597	grey
BLVRB	4.931515955674741e-05	0.0006054805701133987	-0.29080388	3.2178997888180816	grey
TALDO1	0.0008348510926869887	0.005557291912163389	-0.14755775	2.2551367900938586	grey
ACTR3	0.006614176651530699	0.02642366999070999	-0.116338536	1.5780068632535407	grey
VWA5A	0.006219945324677995	0.02545570216210809	-0.11196083	1.5942149190185835	grey
DNAJB11	0.0049488207632617034	0.02123601783608502	-0.16254121	1.6729269185677402	grey
DHRS1	0.007217227157653332	0.027884741290933324	-0.20999628	1.55463338045129	grey
CDS2	2.779534690899365e-07	1.535692916721899e-05	0.30592227	4.813695618878941	grey
GRPEL1	1.8281204241839437e-06	5.459656942495291e-05	0.38726568	4.262834645328597	grey
ABHD12	0.0005186544317305287	0.00387238612879888	0.19989133	2.4120213442237346	grey
KARS1	1.6724473414468524e-05	0.0002813110556859279	-0.2510157	3.5508131994770262	grey
LPXN	0.0008264633775574058	0.005534800195157173	0.24864945	2.2568980524197553	grey
RTN4	5.221393689270432e-05	0.0006271347855047639	-0.35505652	3.202639109392431	grey
GPNMB	2.3599807622606796e-06	6.862575637626449e-05	-0.5745387	4.163512855828152	red
ARHGDIA	0.003651136470372138	0.01688077740485863	0.18752916	1.772607556829678	grey
ATP5MG	0.00590181518330492	0.024333976781910214	0.19953555	1.6137869106620142	grey
ARPC5	0.00024920951176408534	0.0022030120839945143	-0.36780965	2.656983120644174	grey
NDUFB5	0.0007573370234973868	0.005134094545795168	0.14569628	2.2895361379358934	grey
COTL1	0.0002182901299443995	0.0019965893233699697	-0.16231328	2.699711255577874	grey
GLRX3	0.012969278255654828	0.04226440140707049	-0.16833857	1.3740252775802535	grey
YWHAB	6.934531403714194e-07	2.736663286108637e-05	-0.20373619	4.562778634077178	grey
ARL8B	5.62692500996183e-05	0.0006685754984954647	-0.29015002	3.174849543183467	grey
ATP6V1G1	0.0005901567878496909	0.00434748833715939	-0.2844479	2.361761574388876	grey
ARPC2	0.00014253282299368672	0.0013815681527019634	-0.17704418	2.8596276864895365	grey
SNX2	0.004222789257658805	0.018968220039483657	-0.14259401	1.7219734209984854	grey
SERBP1	0.010851603426902608	0.03770761568153265	0.13706121	1.4235709279256157	grey
BLVRA	0.0018594276929354673	0.00987820961871967	-0.15269357	2.005321762210982	grey
TOMM34	0.0020249953641343628	0.010548282556741019	-0.16677396	1.976818245280776	grey
UBE2V1	0.00013397603880581255	0.0013264966861003635	0.18013488	2.877293830649706	grey
PDHB	0.0006480162997961145	0.0046022699587580105	-0.23768681	2.3370279101870812	grey
HNRNPM	0.011766070290757916	0.03955716746364333	0.10825391	1.402774814116106	grey
PTMS	0.011256543935887384	0.038509229254351574	0.20389578	1.4144351735074112	grey
GATD3	0.0016473020750186573	0.009056063646246847	0.20287128	2.0430605339123553	grey
TMED10	0.003390871582688052	0.01594744925975632	-0.22271764	1.7973087709767117	grey
TBCB	6.819410128746437e-07	2.736663286108637e-05	0.29600492	4.562778634077178	grey
NECAP2	0.0116294671062189	0.03935183432151433	-0.14929277	1.4050350189048026	grey
RPL34	0.0002540404954699165	0.002227894821382998	-0.18284233	2.652105315998847	grey
HACD2	0.007570388952391706	0.0288457923875615	0.19826263	1.539917526568246	grey
SEC23B	0.00037579012161597926	0.0029660577456118364	-0.2748627	2.527820398028996	grey
EEF1G	0.008603980057261942	0.031586039745097834	-0.1433604	1.5005048224857325	grey
SLIRP	0.0014475170179818295	0.008202596435230367	0.22509624	2.086048655054415	grey
SNX5	0.005093688967353218	0.02143732098038262	-0.13482608	1.6688294893213342	grey
NAPA	0.004789126440357631	0.021029862232668915	-0.21397632	1.677163572382041	grey
PRKAR1A	1.594982957193838e-05	0.0002753837762029986	0.26722598	3.5600616490938313	grey
CMPK1	0.006854115909112355	0.027049278855604115	0.20884268	1.5678443088644958	grey
PGD	0.013004431202175535	0.04226440140707049	-0.09983053	1.3740252775802535	grey
EIF3F	0.0003168929606227745	0.002632275593152443	0.22065677	2.579668643052163	grey
PAICS	6.819458673733043e-07	2.736663286108637e-05	0.21100926	4.562778634077178	grey
CYB5R3	5.956885757976479e-06	0.00012658382235700017	-0.33439654	3.897621794397849	grey
ETFB	0.008425269290866027	0.031033075221356534	-0.18232118	1.508175185888913	grey
ERAP1	1.0214604333288169e-07	6.639492816637309e-06	0.39962968	5.177865094630248	grey
SNAP29	0.00010717302312482441	0.001107194888429251	-0.26307264	2.95577592788379	grey
