Gene	RANK
CCDC50	0.03270835600249445
TOMM20	0.03206387721243312
NMRAL1	0.03175013085125729
LRRC59	0.03174102485386765
ARF5	0.03147997877625913
C5AR1	0.030243110047085138
PTPN23	0.03021614051539439
HEXB	0.02904898877415395
USP5	0.02883481411382591
F13A1	0.028132481385227136
EIF4A3	0.028034383171849375
IPO5	0.02776734955874374
RNF213	0.027698067617708454
SEC61A1	0.02721916516147086
CCT6A	0.027021838834857117
CHMP4B	0.026377923314524186
CORO1A	0.026271059967307803
ACADL	0.02609273786304792
LYN	0.025627033569241075
UBB	0.025469506233190674
LIMD2	0.0253793218191251
IFIT3	0.0247913991821827
ANXA4	0.024591304852718876
MACROH2A1	0.024551417262431503
ARFGAP2	0.024232978219798102
LUC7L2	0.023968123986548365
EIF3K	0.023890976028693587
PNN	0.023783739922405712
PSMC1	0.023336246528969967
GARS1	0.02327094017752477
PCP4L1	0.02304667928687891
PSMA5	0.02302557906664198
WASF2	0.022565467944836305
MARCKSL1	0.022039234507062525
SUGT1	0.021768777690300903
FYB1	0.021541015923021763
GLRX	0.021259436173759777
VARS1	0.021088655186641353
VCL	0.020812871698668366
FASN	0.020788031845061762
ARPC1B	0.020646705702935267
CD47	0.01962125925177898
OXSR1	0.019349406483390442
CBR1	0.01913184752800316
PDIA6	0.01854420383246885
DIAPH1	0.01847107057808399
GSTM1	0.01767740863430984
PSME1	0.017338041603045216
CAND1	0.017259590810807354
STX7	0.01724314717632322
SEPTIN8	0.016832460330703826
HM13	0.01645108190386881
SNRPB2	0.01623447342221271
DHX58	0.015953386793807662
TRAPPC3	0.0154475570382755
ARAP1	0.01508226120752479
FTL1	0.015070895805356246
TRIM21	0.014258454054936701
BIN2	0.013986099322592416
CYTH4	0.013683437668549549
CNDP2	0.013656511215037062
FH	0.013057135304130106
RCSD1	0.012929398089254635
GLOD4	0.012800055051492037
COX6B1	0.01259830488161516
NARS1	0.012315688999951564
NIPSNAP3B	0.012224717389337284
IMMT	0.01215117909085048
CAPNS1	0.01202133592708994
COX6C	0.011953375341176712
RPS10	0.011892896640192881
PCMT1	0.011636501892942207
LMNA	0.011511173512171244
EIF3M	0.011485249244954518
EVI2B	0.011398265721159888
ELAVL1	0.010840589177114486
PHGDH	0.010817641268904941
RASSF4	0.010697120258583112
COPB2	0.010653860286095999
RPL3	0.01024304139141282
HNRNPAB	0.010109876148492616
RPL23	0.010102173998090089
TCEA1	0.009671670931219211
SRSF1	0.009436002774498825
CREG1	0.009412579472085972
RPS28	0.009335709618538683
CD44	0.009198311179389582
PTK2B	0.009171719913128533
M6PR	0.009109100734976306
RPL31	0.008926553327500529
PPP1R18	0.008655922278528998
TAPBP	0.008602036116897997
SAR1A	0.008366519123551765
CNPY4	0.00820203533759595
CAPRIN1	0.008097903046471913
RBPJL	0.007973670379626633
OXR1	0.007742624747426371
RAN	0.007626091467767182
RENBP	0.007336750859502925
TPT1	0.0072319733169287906
ACADS	0.007197058083662142
H4C1	0.006866668069629488
ATP6V1F	0.006561159294896751
CDV3	0.006396837253261822
RPS3A	0.006335756415143708
SMC1A	0.006282684028685696
IFI204	0.006029247741465474
SPTLC1	0.005977774903160782
SUB1	0.005781261799004534
CYB5B	0.005772968243239395
HSPA5	0.00573714365869215
PLP2	0.005356095726656715
PIN4	0.005276097995685105
RNPEP	0.005240909694635065
CSK	0.004933951694067031
TMED9	0.004523145188503337
PSMC2	0.004349362440147491
RFTN1	0.00367523890096232
HMGN2	0.0036346141037234556
AIFM1	0.0036141010025394125
NAP1L4	0.0034816827333563217
ATOX1	0.0034043324896982055
EIF3A	0.00324145290238238
RDX	0.0031921385753364596
OVGP1	0.0031151820490382376
ANXA11	0.0030955615292676524
IQGAP2	0.003037647374512801
PSMA3	0.0028912802957517937
TUBB5	0.0028586987340344116
RPL17	0.002856632320815403
HNRNPD	0.002758816172680529
PSIP1	0.002731671534537557
RPL5	0.0026716075541832794
COPG1	0.002669757739616327
H1-1	0.0025843899640151037
GNG2	0.0025573345054947295
PABPC1	0.002268854716307446
PSMC5	0.0022680749318104983
MVD	0.002214850011902949
VAPA	0.0022090756387795098
ST13	0.0021783318360291937
ATP6V1H	0.002118930546909859
UQCRB	0.0019697127277264513
PSMC6	0.0019656133228263544
EXOC8	0.0018747946697356167
STT3A	0.0017836324469265694
NMT1	0.001726979489564786
DLAT	0.0015785734746035795
HAGH	0.0015553190199747854
LDLRAP1	0.0015457311242983722
ESYT1	0.0015001567977767833
KHSRP	0.0014972378240731196
DCTN1	0.0014335305948122632
APEX1	0.001407113811389945
SRSF2	0.0013807702804485684
QKI	0.0013568274606150217
PGK1	0.0013468381759294376
UNC93B1	0.0013287960565836132
PPP3CB	0.001263756506851517
HSP90AA1	0.0012471545209903525
PSMD2	0.001208595559684928
NUMA1	0.0011218018129439161
UBA1	0.0010916805088630943
LMNB1	0.0009786554911870033
IFIT2	0.0009528255224847636
AHSA1	0.0009140719817327142
HNRNPC	0.0008907836691187747
SRPRB	0.0008859638413734833
SND1	0.0008582745609426224
PPIA	0.0008364573035477426
CCDC93	0.0008140683329284026
SDHB	0.000813467104430819
TPM4	0.0007984105534539731
SPTBN1	0.0007687567105275949
FTH1	0.0007667448587538706
H2AC4	0.0006816910298771416
ATP5ME	0.0006747743937121055
GDA	0.0006475877684580401
RPL15	0.0006056714374315572
DAD1	0.0005655100767722022
ARPC3	0.0005230019877668879
RALY	0.0004888195744549179
ATP5PD	0.0004531123167776961
IMPDH2	0.0004354746466619107
ARF4	0.00041094919653886296
LTA4H	0.0003626621165933706
ANXA2	0.00035746333079961185
PREP	0.00035629480842503243
TUBB6	0.0003543129443155023
HADHA	0.00034420463267897846
DDB1	0.0003334545938755018
ACOX3	0.0003141484441587248
OSBPL8	0.0003009717201733879
SPPL2A	0.00029587451541080313
DOK1	0.0002741189428318471
QARS1	0.00025870417036823217
ERP29	0.0002583079179681137
ACLY	0.00022990315044484375
ACADM	0.00020900390662868866
PGAM1	0.00020353653780048086
ELMO1	0.000197205509975435
EIF2S1	0.0001760713023652965
SLC37A2	0.00014493521171474606
OAT	0.00012965606179491973
VPS4B	0.0001233732459459435
HSPA9	0.00010819417032633764
HSPE1	8.353354417125117e-05
S100A4	8.192431342783006e-05
SH3BGRL	7.590829096316866e-05
EPS15L1	6.922481034908559e-05
ARCN1	5.617872325103813e-05
ILF3	5.5971646126367e-05
MTDH	4.4263799289348933e-05
RSAD2	4.16752694510024e-05
EHD4	2.7059339919663234e-05
FKBP15	9.299071441406983e-06
TOR1AIP1	4.928220947811727e-06
BABAM1	4.566443948745388e-06
UGT1A7	2.7756324646193473e-06
UQCRC1	2.7189053803056653e-06
DDI2	1.5913527910967334e-06
ACAT1	1.399411224026547e-07
ANP32A	1.032271802345699e-07
YWHAQ	-1.8875674056679481e-06
ACO2	-2.6247101497466705e-06
PPM1G	-6.627697482509783e-06
TXNRD1	-1.0883981874315783e-05
ATIC	-1.1038236154939183e-05
RPS25	-1.3599751738951408e-05
PTPA	-1.5296710070467188e-05
DDOST	-2.317156772374441e-05
MOB1B	-2.5728237188197534e-05
PRDX2	-3.529631601338717e-05
SORD	-3.89533560003416e-05
PFDN6	-3.9496593441439174e-05
SEC13	-3.974188744182049e-05
PLEC	-4.3582522021548964e-05
CORO1C	-8.326506170409997e-05
RPS2	-8.393141332703042e-05
PRRC2C	-8.492013774065079e-05
GMIP	-8.497706979183446e-05
TXN	-8.697322667554988e-05
MAPK14	-9.066145781952649e-05
ATP5F1D	-9.801383190061399e-05
SRRT	-0.00010992855174437672
SKAP2	-0.00012058530487061214
RAB5C	-0.00012544666870834863
GLA	-0.00012566393560586257
ARHGAP17	-0.00013340432391773164
ICAM1	-0.00015441564344916925
PARP3	-0.0001607648047192638
FAM120A	-0.0002080273678248796
FKBP1A	-0.0002173548158445732
H1-4	-0.00022042454755968446
BTF3	-0.0002708941787032554
MYO1F	-0.00028817578349835506
CCT7	-0.00033713885496333175
ADRM1	-0.00036495760402595844
HP1BP3	-0.0003780200425756416
HSD17B11	-0.000392603241214388
DDRGK1	-0.0003970249542088976
EEA1	-0.00040371331033202255
SLC25A4	-0.0004211336855349522
RAP1A	-0.000444748668161743
C2CD3	-0.00046462890992802857
SUCLA2	-0.0004723485211255671
COX5B	-0.0005393159312203712
GOT2	-0.0006282273741695833
TUBB4B	-0.0006983091938418993
PLEK	-0.0007655270654074717
ACIN1	-0.0007812045791261775
RPL21	-0.0008582225664283577
UBA2	-0.0008857342887809066
RSU1	-0.0009419131917155921
SNX9	-0.001060698171367858
ALDH18A1	-0.0010626862293926045
SUCLG2	-0.0010807114226560255
SF3A3	-0.0011585921936897005
RPS13	-0.001159935748044654
DYNLL2	-0.0012046720547046212
PDXK	-0.001268687504741993
DDX21	-0.0013233865411252494
PDIA4	-0.0013478913591387723
JPT1	-0.0014338684015972327
RPL10A	-0.0014564319252744994
ACTN1	-0.0015008738682196373
RPL30	-0.0015273112532213744
RPLP2	-0.0015468218814024004
CNP	-0.001592496822155827
HMOX1	-0.0016608835500429165
PDAP1	-0.0018436117766023866
BIN1	-0.0018976146982328695
NCF4	-0.0019366615467412117
SERPINB6	-0.0019718346846610323
DHX9	-0.00203437505004558
PRDX5	-0.0020423439435595997
AP2A2	-0.0021166529425603927
DYNC1I2	-0.0021417522240926835
PSME2	-0.0022554229500562914
PLD3	-0.002279708115327165
RPLP0	-0.0023444742743845104
RPS20	-0.002407010963615039
NCF1	-0.0024107975390958037
IQGAP1	-0.002467608869765635
TCP1	-0.002622319526806188
PDIA3	-0.0026438769170490147
SEPTIN9	-0.0027276623417346445
UPF1	-0.002800876666234413
PICALM	-0.0028129201656909527
RAB1B	-0.0029726342580809026
CDC42	-0.002978867679950304
RPS18	-0.003084153997154934
EIF2A	-0.003103220033132601
UGP2	-0.0032140901529785883
HMGCL	-0.0033912012175096786
PPP2R2A	-0.003462478946426158
SNRPD2	-0.0034822608566640865
ARHGDIB	-0.0035566929454207397
ABRACL	-0.0037169406572380727
COMMD6	-0.003842562479176354
WARS1	-0.003936212734736183
H2AC21	-0.00400152077543898
SRA1	-0.004050559228112438
H2BC7	-0.004150646039811843
GDI2	-0.004157256566545419
RPN1	-0.004164481115353526
ARHGAP25	-0.004491738560364777
VPS26A	-0.0044961577224941094
GUSB	-0.004582313302943776
RPL32	-0.00473347555755622
PSMD3	-0.004736969511045639
HSD17B4	-0.004920621268112078
UBA6	-0.004981946454508286
ATP1A1	-0.005000568273829284
PTBP3	-0.005041019028722382
KIF5B	-0.005044804831243464
UBXN4	-0.005053660860374315
RPS3	-0.005098906250075655
PEA15	-0.005481625704188706
NCF2	-0.00556135254344068
ZC3HAV1	-0.005612073111204253
AKR1B1	-0.006046140634178358
GPI	-0.0060786132476197685
PNP	-0.006094261357052607
GALNS	-0.006222100176380983
PSMA2	-0.0063457838400505
CSRP1	-0.006374681298191674
DYNC1H1	-0.0066061148909198324
MATR3	-0.00664750692001329
ATP5MK	-0.00676530178809953
SQSTM1	-0.006899460129363047
LYZ2	-0.007039204484684162
CAPZB	-0.00729043471811484
TMED2	-0.007382642869981464
SH3GL1	-0.007399217572981133
TPD52L2	-0.0074592915632894045
PRKCSH	-0.007640495001972302
EHD1	-0.00797170307497403
HSD17B12	-0.007996240347395718
PCNA	-0.008140442106115975
NACA	-0.008489384784124629
RPSA	-0.00856207144081291
FLNA	-0.00866422012569336
G6PDX	-0.008680508782655522
RAB32	-0.009113361259036086
DNAJA2	-0.009139027027033607
MARCKS	-0.009422275389467058
DYNLRB1	-0.009429717567766357
HADHB	-0.009557675566135565
CHN1	-0.009580430857127948
ITGA5	-0.009797045544195764
FDPS	-0.00982854180271454
MAPKAPK2	-0.009934897942610233
SRSF10	-0.009985027787877845
SYNGR1	-0.010056588123283663
CD48	-0.010228460825223648
ITGB2	-0.010238794124662746
SIGLEC1	-0.010257135823119726
PYCARD	-0.01032989126450769
PSMD12	-0.010347245117586116
RBM17	-0.01035897493179087
CLIC4	-0.010461165284100895
PYM1	-0.010610782469384556
CS	-0.010851525035400439
PPP2R1A	-0.011297057137954545
DDX5	-0.011366692849242252
PSMB8	-0.011387375300322484
GMFG	-0.01157746880377076
RBM3	-0.011704193437799968
SEPTIN11	-0.011809699318014497
SEC31A	-0.011887614179671336
CLTA	-0.012851671028157477
CALR	-0.012915170431594951
MTHFD1	-0.013125931179954652
NOS2	-0.013241533306184796
HDGF	-0.013352854075902743
LGALS3BP	-0.013652200566603068
RPS16	-0.014058417076532563
RAB1A	-0.014260783528497247
SH3GLB1	-0.014678329072649137
FHL3	-0.014894172555455594
MDH1	-0.014949228881280266
CD9	-0.015015949973159044
VAMP3	-0.015062873594121702
PHB1	-0.015134891947335779
TAOK3	-0.015619571247948428
LGALS3	-0.015786337838422836
CLIC1	-0.0162525479073135
PDCD6IP	-0.016835533267205372
AP3B1	-0.016889990606289956
GLS	-0.017213760339526447
PPT1	-0.01730546551482316
TNFAIP8L2	-0.01731973372651474
PCBP1	-0.017608253458673433
PRPF19	-0.017675209934305422
GNAI2	-0.017751011939556346
PCBP2	-0.017806996373723162
ADSS2	-0.018397935190667677
RPN2	-0.018463716333380616
SNX1	-0.018757016049309804
SLC25A24	-0.018866820400669945
UBE2D3	-0.018984527056117386
NASP	-0.019190532062576118
PSMB1	-0.019281020363071385
ALDH9A1	-0.01934684759769198
SFPQ	-0.019522819219851387
IFIT1	-0.01957039620888418
VAMP8	-0.01959866388341577
PABPN1	-0.01962136589834719
HK3	-0.020119101515525893
STAT1	-0.020122353070112165
MAPK3	-0.020264527850945818
PDHA1	-0.02048082174622148
PLCG2	-0.021014981375362177
HSPA1B	-0.02262037836798736
U2AF2	-0.02279874023895768
CAT	-0.024132045186636412
HPCAL1	-0.0242515816574023
PRDX6	-0.024554875052285728
NDUFA4	-0.024717017015467822
SOAT1	-0.025116898972915642
PTPRC	-0.02571350785026886
SP110	-0.025903584615975916
SH3BGRL3	-0.02590822100560248
HSPA4	-0.02652041295431148
STX12	-0.027009043444183232
CHMP1A	-0.027493733862532007
RAB3GAP1	-0.02759340927194839
HSP90B1	-0.02801661532391235
GK	-0.02806994625922266
TMPO	-0.02812231676367753
POR	-0.028193817024799585
NAMPT	-0.02916215355203257
ARF3	-0.029269000704927942
ACTR1A	-0.029714324455087544
SLC25A1	-0.029904382925177917
LGMN	-0.030402351438147953
DPYSL2	-0.03126280763282171
MYO1E	-0.03145524922765378
PSMB10	-0.03155672638050106
COX4I1	-0.03221297819693872
G3BP1	-0.03256788199551561
TLN1	-0.032783809896905235
PSMB7	-0.033339273027741555
RPL19	-0.033643295922555855
CYCS	-0.03374659014709204
CYFIP1	-0.033975637317726994
CAPN2	-0.034553134822686606
OLA1	-0.0347309801855651
TBCA	-0.03510337379149712
ATXN2L	-0.03604225544523391
IDH2	-0.03617203015577602
DARS1	-0.036267205686643926
CAPZA2	-0.036877818009248185
PDLIM5	-0.03740505172456148
ADPRH	-0.03804479459641085
EIF3I	-0.03805477278532715
RHOA	-0.03926104967111057
NSFL1C	-0.039521762174839076
ABCF1	-0.0398178151664755
HMGA1	-0.03988383557772515
PSMD8	-0.04028915689246128
CALU	-0.040636906302916956
RACK1	-0.04136909621177653
MIF	-0.04138611677757972
RPL26	-0.041596666745108396
BASP1	-0.043411084497446115
LCP1	-0.0438887880011345
ATP6V1C1	-0.044748727936516075
PA2G4	-0.046733988300761274
ATP6V1D	-0.047400613697840197
MYH9	-0.047703903718339755
RPL22	-0.04776252549754574
PEBP1	-0.04884124778797769
TBC1D13	-0.04930720067666445
EIF1A	-0.04953005838867858
HNRNPA2B1	-0.050049778570162164
CCT8	-0.050469679192174606
NOP58	-0.05087240153312472
SET	-0.051911943859411544
ADGRE1	-0.05389256945889663
VAT1	-0.05411645293418086
NME2	-0.05537676665238564
SBDS	-0.05720612573026113
SRI	-0.05787546211647687
HNRNPK	-0.058264487779950976
HNRNPU	-0.058946639449104735
PSMD7	-0.0596485802482915
PLBD2	-0.059875089827107396
PARK7	-0.06438075482163262
G3BP2	-0.06452120059013099
TXNL1	-0.06458553393568836
ISG15	-0.06486213321032264
RPS11	-0.06544037641910622
PSAT1	-0.06716859644862604
DNAJC7	-0.06738798546143271
CD36	-0.06748969380107771
GNB4	-0.07128481576503684
EFHD2	-0.07131796030793555
RPS5	-0.07135415943170666
PTPN6	-0.0719745833766062
MAP2K4	-0.07326783018021678
PRKACA	-0.07391601165139719
VCP	-0.0739590369665116
OGFR	-0.07575417410660719
BST2	-0.07604187137671692
GAPDH	-0.07839547521278431
PDCD5	-0.07864637156260748
MTCO2	-0.07903676419171855
PSMA4	-0.08014568909017399
VPS35	-0.08173365769039134
ATP5PF	-0.0820420969558716
RPS21	-0.08273819330853882
PSMD13	-0.08369034751640445
VAV1	-0.08551416617492495
CTSB	-0.08663865190329124
ATP5PO	-0.08711782192721859
HMGB2	-0.08733441858791037
SAFB	-0.08779066954716395
RPS19	-0.0884498652841771
ATP6V0D1	-0.0885595853372666
ZMPSTE24	-0.08943489298537766
RRBP1	-0.09051622987090413
NHERF1	-0.09120508439558024
ARHGEF2	-0.09137025622032836
HADH	-0.09143222325755172
SF3B3	-0.09228562264321664
LAMP2	-0.09262526952556345
CANX	-0.09303137179602497
EIF4A1	-0.09431719714661224
COX7A2	-0.09453925287461595
P4HB	-0.09666213117399897
MVP	-0.09881423863711677
FCGR1	-0.09896160407981093
EIF3J1	-0.09930669540658715
COPA	-0.09937752117922195
MAP1S	-0.09995527636806356
GBP2	-0.10044293603917627
ATP5F1E	-0.10044382719348552
GSDMD	-0.10082886273374178
RPL11	-0.10096963306000789
S100A13	-0.10139882582470915
DDX39B	-0.10555828869167413
YWHAH	-0.10699878565893142
RPL13	-0.10747539848831547
IFITM3	-0.10804797447112552
HINT1	-0.10926921357427143
ANXA1	-0.11046543677817673
RAB7A	-0.1110940863887878
TUBA1B	-0.11231198379404006
RGS10	-0.11244716445708225
RPL23A	-0.11267993501004905
PZP	-0.1138993297244951
CLTC	-0.11415108186993146
NPM1	-0.11454411479746783
AP2M1	-0.11474237205455864
RPS4X	-0.1155148638832222
RPS27	-0.11800054113747588
H3-5	-0.12098378647595662
ENO1	-0.12396629635395938
RANBP1	-0.12495207725063709
MAP4	-0.12531688265176877
MYL12B	-0.1263285060284086
ATP5F1A	-0.13093048097102344
TWF2	-0.13200083014712094
SLC3A2	-0.13419119203405275
RPL37	-0.13567905972739874
IDE	-0.13580135878436592
HNRNPA3	-0.13704121499514033
PGD	-0.13716967249647014
